;ALPHA_KS_MATRIX7-2;
2548,7827;0,0005129;
2549,0238;0,0005131;
2549,2649;0,0005189;
2549,5060;0,0005107;
2549,7472;0,0004972;
2549,9883;0,0004912;
2550,2294;0,0004799;
2550,4705;0,0004619;
2550,7116;0,0004579;
2550,9527;0,0004707;
2551,1938;0,0004767;
2551,4349;0,0004686;
2551,6760;0,0004615;
2551,9172;0,0004589;
2552,1583;0,0004574;
2552,3994;0,0004604;
2552,6405;0,0004711;
2552,8816;0,0004854;
2553,1227;0,0004962;
2553,3638;0,0004998;
2553,6049;0,0004925;
2553,8460;0,0004794;
2554,0872;0,0004716;
2554,3283;0,000467;
2554,5694;0,0004565;
2554,8105;0,0004412;
2555,0516;0,0004278;
2555,2927;0,0004121;
2555,5338;0,0003992;
2555,7749;0,0004062;
2556,0160;0,0004206;
2556,2572;0,0004193;
2556,4983;0,0004036;
2556,7394;0,0003821;
2556,9805;0,0003623;
2557,2216;0,0003583;
2557,4627;0,0003694;
2557,7038;0,0003782;
2557,9449;0,0003782;
2558,1860;0,0003749;
2558,4272;0,0003701;
2558,6683;0,0003596;
2558,9094;0,0003462;
2559,1505;0,0003417;
2559,3916;0,0003393;
2559,6327;0,0003266;
2559,8738;0,0003169;
2560,1149;0,0003165;
2560,3560;0,0003165;
2560,5972;0,0003169;
2560,8383;0,000323;
2561,0794;0,0003341;
2561,3205;0,0003391;
2561,5616;0,000336;
2561,8027;0,000341;
2562,0438;0,0003475;
2562,2849;0,0003307;
2562,5260;0,000302;
2562,7672;0,0002936;
2563,0083;0,0002986;
2563,2494;0,0002927;
2563,4905;0,0002835;
2563,7316;0,0002783;
2563,9727;0,0002717;
2564,2138;0,0002785;
2564,4549;0,0002959;
2564,6960;0,0002965;
2564,9372;0,0002846;
2565,1783;0,0002778;
2565,4194;0,0002771;
2565,6605;0,0002767;
2565,9016;0,0002717;
2566,1427;0,0002519;
2566,3838;0,0002174;
2566,6249;0,0001993;
2566,8660;0,0002152;
2567,1072;0,0002351;
2567,3483;0,0002354;
2567,5894;0,0002241;
2567,8305;0,0002071;
2568,0716;0,0001788;
2568,3127;0,0001515;
2568,5538;0,0001492;
2568,7949;0,0001645;
2569,0360;0,0001752;
2569,2772;0,0001849;
2569,5183;0,0002045;
2569,7594;0,0002145;
2570,0005;0,0002032;
2570,2416;0,0001896;
2570,4827;0,0001768;
2570,7238;0,0001645;
2570,9649;0,0001645;
2571,2060;0,00017;
2571,4471;0,000177;
2571,6883;0,0001901;
2571,9294;0,0001916;
2572,1705;0,0001739;
2572,4116;0,0001647;
2572,6527;0,0001754;
2572,8938;0,0001838;
2573,1349;0,0001767;
2573,3760;0,0001574;
2573,6171;0,0001355;
2573,8583;0,0001284;
2574,0994;0,0001362;
2574,3405;0,0001391;
2574,5816;0,000135;
2574,8227;0,0001323;
2575,0638;0,0001236;
2575,3049;0,0001141;
2575,5460;0,0001276;
2575,7871;0,000156;
2576,0283;0,0001616;
2576,2694;0,0001436;
2576,5105;0,0001335;
2576,7516;0,00014;
2576,9927;0,0001498;
2577,2338;0,0001551;
2577,4749;0,000151;
2577,7160;0,0001318;
2577,9571;0,0001082;
2578,1983;9,67E-5;
2578,4394;9,2E-5;
2578,6805;8,69E-5;
2578,9216;8,86E-5;
2579,1627;9,82E-5;
2579,4038;0,0001026;
2579,6449;9,52E-5;
2579,8860;9,72E-5;
2580,1271;0,0001147;
2580,3683;0,0001146;
2580,6094;9,21E-5;
2580,8505;8,34E-5;
2581,0916;9,57E-5;
2581,3327;0,0001071;
2581,5738;0,0001117;
2581,8149;0,0001043;
2582,0560;7,93E-5;
2582,2971;5,49E-5;
2582,5383;4,48E-5;
2582,7794;4,61E-5;
2583,0205;5,08E-5;
2583,2616;4,92E-5;
2583,5027;4,88E-5;
2583,7438;5,74E-5;
2583,9849;5,88E-5;
2584,2260;4,79E-5;
2584,4671;3,97E-5;
2584,7083;3,95E-5;
2584,9494;4,76E-5;
2585,1905;5,98E-5;
2585,4316;6,7E-5;
2585,6727;6,95E-5;
2585,9138;7,42E-5;
2586,1549;8,14E-5;
2586,3960;8,01E-5;
2586,6371;6,91E-5;
2586,8783;6,01E-5;
2587,1194;5,23E-5;
2587,3605;4,43E-5;
2587,6016;5,09E-5;
2587,8427;7,19E-5;
2588,0838;8,13E-5;
2588,3249;7,43E-5;
2588,5660;7,85E-5;
2588,8071;0,000103;
2589,0483;0,0001313;
2589,2894;0,00015;
2589,5305;0,000158;
2589,7716;0,0001677;
2590,0127;0,000184;
2590,2538;0,0002032;
2590,4949;0,000237;
2590,7360;0,0002978;
2590,9771;0,0003666;
2591,2183;0,0004118;
2591,4594;0,0004314;
2591,7005;0,0004372;
2591,9416;0,0004313;
2592,1827;0,0004081;
2592,4238;0,0003765;
2592,6649;0,0003537;
2592,9060;0,0003373;
2593,1471;0,0003184;
2593,3883;0,000297;
2593,6294;0,0002794;
2593,8705;0,0002699;
2594,1116;0,0002647;
2594,3527;0,0002668;
2594,5938;0,000279;
2594,8349;0,0002928;
2595,0760;0,0002994;
2595,3171;0,0002934;
2595,5582;0,0002893;
2595,7994;0,0002986;
2596,0405;0,000302;
2596,2816;0,0002942;
2596,5227;0,0002917;
2596,7638;0,0002904;
2597,0049;0,0002811;
2597,2460;0,0002695;
2597,4871;0,0002662;
2597,7282;0,0002763;
2597,9694;0,0002907;
2598,2105;0,0002943;
2598,4516;0,0002881;
2598,6927;0,0002818;
2598,9338;0,0002746;
2599,1749;0,0002631;
2599,4160;0,0002614;
2599,6571;0,0002764;
2599,8982;0,0002819;
2600,1394;0,0002665;
2600,3805;0,0002557;
2600,6216;0,0002615;
2600,8627;0,0002644;
2601,1038;0,0002558;
2601,3449;0,0002425;
2601,5860;0,000229;
2601,8271;0,000217;
2602,0682;0,0002006;
2602,3094;0,0001898;
2602,5505;0,0002032;
2602,7916;0,0002198;
2603,0327;0,000216;
2603,2738;0,0002044;
2603,5149;0,0001929;
2603,7560;0,0001718;
2603,9971;0,0001437;
2604,2382;0,0001202;
2604,4794;0,0001058;
2604,7205;0,0001074;
2604,9616;0,000124;
2605,2027;0,0001281;
2605,4438;0,000101;
2605,6849;6,41E-5;
2605,9260;4,45E-5;
2606,1671;4,51E-5;
2606,4082;5,53E-5;
2606,6494;5,8E-5;
2606,8905;4,14E-5;
2607,1316;1,85E-5;
2607,3727;2,58E-7;
2607,6138;-1,79E-5;
2607,8549;-2,61E-5;
2608,0960;-2,22E-5;
2608,3371;-3,08E-5;
2608,5782;-5,21E-5;
2608,8194;-6,75E-5;
2609,0605;-8,14E-5;
2609,3016;-9,8E-5;
2609,5427;-0,0001068;
2609,7838;-0,0001041;
2610,0249;-9,81E-5;
2610,2660;-9,46E-5;
2610,5071;-0,0001002;
2610,7482;-0,0001316;
2610,9894;-0,0001772;
2611,2305;-0,0002012;
2611,4716;-0,000213;
2611,7127;-0,0002377;
2611,9538;-0,0002605;
2612,1949;-0,0002715;
2612,4360;-0,0002785;
2612,6771;-0,0002788;
2612,9182;-0,000273;
2613,1594;-0,0002766;
2613,4005;-0,0002942;
2613,6416;-0,0003096;
2613,8827;-0,0003148;
2614,1238;-0,0003156;
2614,3649;-0,0003223;
2614,6060;-0,0003418;
2614,8471;-0,0003575;
2615,0882;-0,0003509;
2615,3294;-0,0003425;
2615,5705;-0,0003544;
2615,8116;-0,0003766;
2616,0527;-0,0003993;
2616,2938;-0,0004127;
2616,5349;-0,0004049;
2616,7760;-0,0003914;
2617,0171;-0,0003949;
2617,2582;-0,0004068;
2617,4994;-0,0004033;
2617,7405;-0,0003853;
2617,9816;-0,0003773;
2618,2227;-0,0003849;
2618,4638;-0,0003979;
2618,7049;-0,0004138;
2618,9460;-0,0004255;
2619,1871;-0,0004226;
2619,4282;-0,0004113;
2619,6693;-0,0004085;
2619,9105;-0,0004207;
2620,1516;-0,0004379;
2620,3927;-0,00045;
2620,6338;-0,0004622;
2620,8749;-0,0004783;
2621,1160;-0,0004899;
2621,3571;-0,0004917;
2621,5982;-0,0004905;
2621,8393;-0,0004936;
2622,0805;-0,0004963;
2622,3216;-0,0004931;
2622,5627;-0,0004948;
2622,8038;-0,0005047;
2623,0449;-0,000508;
2623,2860;-0,0005031;
2623,5271;-0,000504;
2623,7682;-0,000509;
2624,0093;-0,0005048;
2624,2505;-0,0004915;
2624,4916;-0,0004802;
2624,7327;-0,0004825;
2624,9738;-0,0005021;
2625,2149;-0,000523;
2625,4560;-0,0005277;
2625,6971;-0,0005268;
2625,9382;-0,0005386;
2626,1793;-0,0005591;
2626,4205;-0,0005738;
2626,6616;-0,0005728;
2626,9027;-0,0005623;
2627,1438;-0,0005592;
2627,3849;-0,0005673;
2627,6260;-0,0005719;
2627,8671;-0,0005662;
2628,1082;-0,0005623;
2628,3493;-0,0005632;
2628,5905;-0,0005581;
2628,8316;-0,0005479;
2629,0727;-0,0005474;
2629,3138;-0,0005586;
2629,5549;-0,0005688;
2629,7960;-0,0005751;
2630,0371;-0,0005693;
2630,2782;-0,0005461;
2630,5193;-0,0005264;
2630,7605;-0,0005256;
2631,0016;-0,0005327;
2631,2427;-0,0005264;
2631,4838;-0,0005157;
2631,7249;-0,0005289;
2631,9660;-0,0005609;
2632,2071;-0,000586;
2632,4482;-0,0005877;
2632,6893;-0,0005759;
2632,9305;-0,0005801;
2633,1716;-0,0006008;
2633,4127;-0,000616;
2633,6538;-0,000615;
2633,8949;-0,0005977;
2634,1360;-0,0005767;
2634,3771;-0,0005661;
2634,6182;-0,000563;
2634,8593;-0,000569;
2635,1005;-0,0005955;
2635,3416;-0,0006255;
2635,5827;-0,0006287;
2635,8238;-0,0006134;
2636,0649;-0,000616;
2636,3060;-0,000636;
2636,5471;-0,0006417;
2636,7882;-0,0006358;
2637,0293;-0,0006436;
2637,2705;-0,0006579;
2637,5116;-0,0006599;
2637,7527;-0,0006481;
2637,9938;-0,0006328;
2638,2349;-0,0006217;
2638,4760;-0,0006162;
2638,7171;-0,0006206;
2638,9582;-0,0006364;
2639,1993;-0,0006497;
2639,4405;-0,0006459;
2639,6816;-0,0006357;
2639,9227;-0,0006488;
2640,1638;-0,0006765;
2640,4049;-0,0006836;
2640,6460;-0,000673;
2640,8871;-0,0006636;
2641,1282;-0,0006612;
2641,3693;-0,00067;
2641,6105;-0,0006808;
2641,8516;-0,0006782;
2642,0927;-0,000661;
2642,3338;-0,0006421;
2642,5749;-0,0006355;
2642,8160;-0,0006362;
2643,0571;-0,0006324;
2643,2982;-0,0006366;
2643,5393;-0,0006601;
2643,7804;-0,0006787;
2644,0216;-0,0006743;
2644,2627;-0,0006587;
2644,5038;-0,0006505;
2644,7449;-0,0006559;
2644,9860;-0,0006635;
2645,2271;-0,0006657;
2645,4682;-0,0006747;
2645,7093;-0,0006921;
2645,9504;-0,0007028;
2646,1916;-0,0007056;
2646,4327;-0,0007068;
2646,6738;-0,000703;
2646,9149;-0,000696;
2647,1560;-0,0007045;
2647,3971;-0,0007239;
2647,6382;-0,0007283;
2647,8793;-0,0007175;
2648,1204;-0,0006958;
2648,3616;-0,0006684;
2648,6027;-0,0006572;
2648,8438;-0,0006652;
2649,0849;-0,0006895;
2649,3260;-0,0007287;
2649,5671;-0,0007539;
2649,8082;-0,0007485;
2650,0493;-0,0007362;
2650,2904;-0,0007385;
2650,5316;-0,0007441;
2650,7727;-0,0007316;
2651,0138;-0,00071;
2651,2549;-0,0007051;
2651,4960;-0,0007162;
2651,7371;-0,0007231;
2651,9782;-0,0007182;
2652,2193;-0,0007161;
2652,4604;-0,0007279;
2652,7016;-0,0007377;
2652,9427;-0,0007291;
2653,1838;-0,000713;
2653,4249;-0,0007067;
2653,6660;-0,0007136;
2653,9071;-0,0007257;
2654,1482;-0,0007308;
2654,3893;-0,0007238;
2654,6304;-0,0007124;
2654,8716;-0,0006993;
2655,1127;-0,0006819;
2655,3538;-0,0006745;
2655,5949;-0,000686;
2655,8360;-0,0006972;
2656,0771;-0,0006968;
2656,3182;-0,0006977;
2656,5593;-0,0007074;
2656,8004;-0,0007152;
2657,0416;-0,0007225;
2657,2827;-0,0007294;
2657,5238;-0,0007211;
2657,7649;-0,0007023;
2658,0060;-0,0006913;
2658,2471;-0,0006965;
2658,4882;-0,0007046;
2658,7293;-0,0006954;
2658,9704;-0,0006875;
2659,2116;-0,0006971;
2659,4527;-0,0007034;
2659,6938;-0,0006997;
2659,9349;-0,0006915;
2660,1760;-0,0006802;
2660,4171;-0,0006751;
2660,6582;-0,0006724;
2660,8993;-0,0006534;
2661,1404;-0,0006231;
2661,3816;-0,0006183;
2661,6227;-0,0006537;
2661,8638;-0,0006944;
2662,1049;-0,0007036;
2662,3460;-0,000682;
2662,5871;-0,0006553;
2662,8282;-0,0006421;
2663,0693;-0,0006387;
2663,3104;-0,0006354;
2663,5516;-0,0006311;
2663,7927;-0,0006297;
2664,0338;-0,000635;
2664,2749;-0,0006451;
2664,5160;-0,0006504;
2664,7571;-0,0006518;
2664,9982;-0,0006555;
2665,2393;-0,0006662;
2665,4804;-0,0006923;
2665,7216;-0,0007205;
2665,9627;-0,0007226;
2666,2038;-0,0007075;
2666,4449;-0,0007084;
2666,6860;-0,0007282;
2666,9271;-0,0007483;
2667,1682;-0,0007631;
2667,4093;-0,0007627;
2667,6504;-0,0007398;
2667,8915;-0,0007181;
2668,1327;-0,0007197;
2668,3738;-0,0007331;
2668,6149;-0,0007369;
2668,8560;-0,0007382;
2669,0971;-0,0007559;
2669,3382;-0,0007777;
2669,5793;-0,0007868;
2669,8204;-0,0007892;
2670,0615;-0,0007941;
2670,3027;-0,0007988;
2670,5438;-0,0007922;
2670,7849;-0,0007897;
2671,0260;-0,0008109;
2671,2671;-0,0008231;
2671,5082;-0,0008033;
2671,7493;-0,0007848;
2671,9904;-0,000786;
2672,2315;-0,0007912;
2672,4727;-0,0007906;
2672,7138;-0,0007956;
2672,9549;-0,0008179;
2673,1960;-0,000837;
2673,4371;-0,0008313;
2673,6782;-0,0008216;
2673,9193;-0,000828;
2674,1604;-0,0008303;
2674,4015;-0,0008158;
2674,6427;-0,0008035;
2674,8838;-0,0008076;
2675,1249;-0,0008221;
2675,3660;-0,0008304;
2675,6071;-0,0008272;
2675,8482;-0,0008271;
2676,0893;-0,0008367;
2676,3304;-0,0008489;
2676,5715;-0,0008541;
2676,8127;-0,0008435;
2677,0538;-0,0008208;
2677,2949;-0,0008066;
2677,5360;-0,0008189;
2677,7771;-0,0008315;
2678,0182;-0,0008106;
2678,2593;-0,0007882;
2678,5004;-0,0008;
2678,7415;-0,0008212;
2678,9827;-0,0008261;
2679,2238;-0,0008198;
2679,4649;-0,0008149;
2679,7060;-0,0008121;
2679,9471;-0,0008067;
2680,1882;-0,0008057;
2680,4293;-0,0008128;
2680,6704;-0,0008199;
2680,9115;-0,0008216;
2681,1527;-0,0008193;
2681,3938;-0,0008121;
2681,6349;-0,0007959;
2681,8760;-0,000782;
2682,1171;-0,0007853;
2682,3582;-0,0007961;
2682,5993;-0,0007982;
2682,8404;-0,000799;
2683,0815;-0,0008115;
2683,3227;-0,0008273;
2683,5638;-0,0008323;
2683,8049;-0,0008172;
2684,0460;-0,0007887;
2684,2871;-0,0007688;
2684,5282;-0,0007651;
2684,7693;-0,0007657;
2685,0104;-0,0007543;
2685,2515;-0,0007318;
2685,4927;-0,0007153;
2685,7338;-0,0007161;
2685,9749;-0,0007326;
2686,2160;-0,0007487;
2686,4571;-0,0007549;
2686,6982;-0,0007533;
2686,9393;-0,000743;
2687,1804;-0,0007377;
2687,4215;-0,0007407;
2687,6627;-0,0007402;
2687,9038;-0,000755;
2688,1449;-0,0007824;
2688,3860;-0,0007843;
2688,6271;-0,0007571;
2688,8682;-0,0007319;
2689,1093;-0,0007322;
2689,3504;-0,0007428;
2689,5915;-0,0007393;
2689,8327;-0,0007301;
2690,0738;-0,0007244;
2690,3149;-0,0007208;
2690,5560;-0,0007236;
2690,7971;-0,0007236;
2691,0382;-0,000713;
2691,2793;-0,0007079;
2691,5204;-0,0007125;
2691,7615;-0,0007103;
2692,0026;-0,0006998;
2692,2438;-0,0006919;
2692,4849;-0,0006883;
2692,7260;-0,0006784;
2692,9671;-0,0006593;
2693,2082;-0,0006405;
2693,4493;-0,0006235;
2693,6904;-0,0006168;
2693,9315;-0,0006257;
2694,1726;-0,0006309;
2694,4138;-0,0006332;
2694,6549;-0,0006476;
2694,8960;-0,0006638;
2695,1371;-0,000661;
2695,3782;-0,0006287;
2695,6193;-0,0005907;
2695,8604;-0,0005871;
2696,1015;-0,0006131;
2696,3426;-0,0006303;
2696,5838;-0,0006271;
2696,8249;-0,0006151;
2697,0660;-0,0005969;
2697,3071;-0,0005711;
2697,5482;-0,000549;
2697,7893;-0,0005465;
2698,0304;-0,000553;
2698,2715;-0,0005443;
2698,5126;-0,0005239;
2698,7538;-0,0005106;
2698,9949;-0,0005109;
2699,2360;-0,0005139;
2699,4771;-0,0005007;
2699,7182;-0,0004718;
2699,9593;-0,0004491;
2700,2004;-0,0004412;
2700,4415;-0,0004278;
2700,6826;-0,0003884;
2700,9238;-0,0003314;
2701,1649;-0,0002847;
2701,4060;-0,0002633;
2701,6471;-0,0002632;
2701,8882;-0,0002742;
2702,1293;-0,0002774;
2702,3704;-0,0002769;
2702,6115;-0,0003009;
2702,8526;-0,0003314;
2703,0938;-0,0003248;
2703,3349;-0,0002936;
2703,5760;-0,0002806;
2703,8171;-0,0002798;
2704,0582;-0,000259;
2704,2993;-0,0002255;
2704,5404;-0,0001987;
2704,7815;-0,0001727;
2705,0226;-0,0001353;
2705,2638;-7,63E-5;
2705,5049;-6,36E-6;
2705,7460;4,81E-5;
2705,9871;0,0001013;
2706,2282;0,000184;
2706,4693;0,0002877;
2706,7104;0,0003851;
2706,9515;0,0004629;
2707,1926;0,0005191;
2707,4338;0,00055;
2707,6749;0,0005531;
2707,9160;0,0005338;
2708,1571;0,0004977;
2708,3982;0,0004454;
2708,6393;0,0003789;
2708,8804;0,0003123;
2709,1215;0,0002552;
2709,3626;0,0002061;
2709,6038;0,0001668;
2709,8449;0,0001389;
2710,0860;0,0001164;
2710,3271;7,95E-5;
2710,5682;3,14E-5;
2710,8093;-3,62E-7;
2711,0504;-2,46E-5;
2711,2915;-6,09E-5;
2711,5326;-0,0001056;
2711,7738;-0,0001554;
2712,0149;-0,0002048;
2712,2560;-0,0002509;
2712,4971;-0,0002937;
2712,7382;-0,0003173;
2712,9793;-0,0003148;
2713,2204;-0,0003123;
2713,4615;-0,0003303;
2713,7026;-0,0003631;
2713,9438;-0,0004003;
2714,1849;-0,0004309;
2714,4260;-0,0004548;
2714,6671;-0,0004811;
2714,9082;-0,0005097;
2715,1493;-0,0005369;
2715,3904;-0,0005638;
2715,6315;-0,0005832;
2715,8726;-0,0005858;
2716,1137;-0,000585;
2716,3549;-0,0005985;
2716,5960;-0,000628;
2716,8371;-0,0006604;
2717,0782;-0,0006752;
2717,3193;-0,0006718;
2717,5604;-0,0006695;
2717,8015;-0,0006778;
2718,0426;-0,0006885;
2718,2837;-0,0006902;
2718,5249;-0,0006871;
2718,7660;-0,0006912;
2719,0071;-0,0007105;
2719,2482;-0,0007415;
2719,4893;-0,0007633;
2719,7304;-0,0007614;
2719,9715;-0,0007488;
2720,2126;-0,0007446;
2720,4537;-0,0007464;
2720,6949;-0,0007513;
2720,9360;-0,0007642;
2721,1771;-0,000781;
2721,4182;-0,0008026;
2721,6593;-0,0008292;
2721,9004;-0,0008444;
2722,1415;-0,0008433;
2722,3826;-0,0008265;
2722,6237;-0,0007922;
2722,8649;-0,0007662;
2723,1060;-0,000774;
2723,3471;-0,0007951;
2723,5882;-0,0007971;
2723,8293;-0,0007813;
2724,0704;-0,0007696;
2724,3115;-0,0007713;
2724,5526;-0,0007728;
2724,7937;-0,0007675;
2725,0349;-0,0007661;
2725,2760;-0,0007678;
2725,5171;-0,0007653;
2725,7582;-0,0007677;
2725,9993;-0,0007771;
2726,2404;-0,000779;
2726,4815;-0,0007689;
2726,7226;-0,0007586;
2726,9637;-0,0007598;
2727,2049;-0,0007677;
2727,4460;-0,0007684;
2727,6871;-0,0007644;
2727,9282;-0,0007756;
2728,1693;-0,0007998;
2728,4104;-0,0008028;
2728,6515;-0,0007733;
2728,8926;-0,0007445;
2729,1337;-0,0007473;
2729,3749;-0,0007757;
2729,6160;-0,0007946;
2729,8571;-0,0007894;
2730,0982;-0,0007879;
2730,3393;-0,0008013;
2730,5804;-0,0008075;
2730,8215;-0,0008007;
2731,0626;-0,0007877;
2731,3037;-0,0007683;
2731,5449;-0,0007517;
2731,7860;-0,0007374;
2732,0271;-0,0007139;
2732,2682;-0,0006996;
2732,5093;-0,0007127;
2732,7504;-0,0007264;
2732,9915;-0,0007194;
2733,2326;-0,0007099;
2733,4737;-0,0007088;
2733,7149;-0,0007028;
2733,9560;-0,000684;
2734,1971;-0,0006678;
2734,4382;-0,0006701;
2734,6793;-0,0006747;
2734,9204;-0,0006677;
2735,1615;-0,0006548;
2735,4026;-0,0006385;
2735,6437;-0,0006274;
2735,8849;-0,0006152;
2736,1260;-0,0005847;
2736,3671;-0,0005584;
2736,6082;-0,000549;
2736,8493;-0,0005357;
2737,0904;-0,0005176;
2737,3315;-0,0005006;
2737,5726;-0,0004795;
2737,8137;-0,0004591;
2738,0549;-0,000448;
2738,2960;-0,000448;
2738,5371;-0,0004506;
2738,7782;-0,0004476;
2739,0193;-0,0004396;
2739,2604;-0,0004231;
2739,5015;-0,0004059;
2739,7426;-0,0004077;
2739,9837;-0,000425;
2740,2248;-0,0004475;
2740,4660;-0,0004655;
2740,7071;-0,0004584;
2740,9482;-0,0004372;
2741,1893;-0,0004365;
2741,4304;-0,0004485;
2741,6715;-0,0004441;
2741,9126;-0,0004311;
2742,1537;-0,0004358;
2742,3948;-0,0004504;
2742,6360;-0,0004588;
2742,8771;-0,000468;
2743,1182;-0,0004774;
2743,3593;-0,000477;
2743,6004;-0,0004615;
2743,8415;-0,0004392;
2744,0826;-0,0004276;
2744,3237;-0,0004203;
2744,5648;-0,000411;
2744,8060;-0,0004163;
2745,0471;-0,0004364;
2745,2882;-0,0004592;
2745,5293;-0,0004806;
2745,7704;-0,0004901;
2746,0115;-0,0004781;
2746,2526;-0,0004659;
2746,4937;-0,0004745;
2746,7348;-0,0004915;
2746,9760;-0,0005068;
2747,2171;-0,00052;
2747,4582;-0,000515;
2747,6993;-0,0004944;
2747,9404;-0,000486;
2748,1815;-0,0004905;
2748,4226;-0,0004925;
2748,6637;-0,0004944;
2748,9048;-0,0004962;
2749,1460;-0,0004947;
2749,3871;-0,0004926;
2749,6282;-0,0004935;
2749,8693;-0,0004986;
2750,1104;-0,0005072;
2750,3515;-0,0005212;
2750,5926;-0,000525;
2750,8337;-0,0005033;
2751,0748;-0,0004861;
2751,3160;-0,0004852;
2751,5571;-0,0004762;
2751,7982;-0,0004706;
2752,0393;-0,0004783;
2752,2804;-0,0004733;
2752,5215;-0,0004586;
2752,7626;-0,0004606;
2753,0037;-0,0004769;
2753,2448;-0,0004866;
2753,4860;-0,0004841;
2753,7271;-0,0004835;
2753,9682;-0,0004907;
2754,2093;-0,0004919;
2754,4504;-0,0004866;
2754,6915;-0,0004887;
2754,9326;-0,0004972;
2755,1737;-0,0005005;
2755,4148;-0,0004931;
2755,6560;-0,0004834;
2755,8971;-0,0004827;
2756,1382;-0,0004788;
2756,3793;-0,0004546;
2756,6204;-0,0004318;
2756,8615;-0,000433;
2757,1026;-0,000448;
2757,3437;-0,0004741;
2757,5848;-0,0005013;
2757,8260;-0,0005054;
2758,0671;-0,0004963;
2758,3082;-0,0004905;
2758,5493;-0,0004761;
2758,7904;-0,0004485;
2759,0315;-0,00043;
2759,2726;-0,0004355;
2759,5137;-0,0004532;
2759,7548;-0,0004666;
2759,9960;-0,0004593;
2760,2371;-0,0004341;
2760,4782;-0,0004258;
2760,7193;-0,0004458;
2760,9604;-0,0004692;
2761,2015;-0,0004774;
2761,4426;-0,0004627;
2761,6837;-0,0004378;
2761,9248;-0,0004294;
2762,1660;-0,0004364;
2762,4071;-0,0004341;
2762,6482;-0,0004128;
2762,8893;-0,0003956;
2763,1304;-0,0004041;
2763,3715;-0,0004147;
2763,6126;-0,000404;
2763,8537;-0,0003913;
2764,0948;-0,0003926;
2764,3359;-0,0003905;
2764,5771;-0,0003684;
2764,8182;-0,0003383;
2765,0593;-0,0003232;
2765,3004;-0,0003354;
2765,5415;-0,0003481;
2765,7826;-0,0003254;
2766,0237;-0,0002897;
2766,2648;-0,0002834;
2766,5059;-0,0003052;
2766,7471;-0,0003303;
2766,9882;-0,0003403;
2767,2293;-0,0003266;
2767,4704;-0,0003003;
2767,7115;-0,0002873;
2767,9526;-0,0002821;
2768,1937;-0,0002675;
2768,4348;-0,0002594;
2768,6759;-0,0002611;
2768,9171;-0,0002581;
2769,1582;-0,0002566;
2769,3993;-0,0002591;
2769,6404;-0,0002582;
2769,8815;-0,000252;
2770,1226;-0,0002425;
2770,3637;-0,0002397;
2770,6048;-0,0002412;
2770,8459;-0,000232;
2771,0871;-0,0002127;
2771,3282;-0,0001954;
2771,5693;-0,0001815;
2771,8104;-0,0001583;
2772,0515;-0,0001239;
2772,2926;-9,66E-5;
2772,5337;-8,64E-5;
2772,7748;-8,14E-5;
2773,0159;-7,95E-5;
2773,2571;-9,3E-5;
2773,4982;-0,0001183;
2773,7393;-0,0001334;
2773,9804;-0,0001254;
2774,2215;-0,0001081;
2774,4626;-0,0001031;
2774,7037;-0,0001086;
2774,9448;-0,0001187;
2775,1859;-0,0001353;
2775,4271;-0,0001477;
2775,6682;-0,0001433;
2775,9093;-0,0001236;
2776,1504;-0,0001001;
2776,3915;-8,71E-5;
2776,6326;-9,53E-5;
2776,8737;-0,0001232;
2777,1148;-0,0001462;
2777,3559;-0,0001359;
2777,5971;-0,0001018;
2777,8382;-8,48E-5;
2778,0793;-9,4E-5;
2778,3204;-0,0001033;
2778,5615;-0,0001038;
2778,8026;-0,000105;
2779,0437;-0,0001124;
2779,2848;-0,0001207;
2779,5259;-0,0001164;
2779,7671;-9,88E-5;
2780,0082;-8,65E-5;
2780,2493;-9,44E-5;
2780,4904;-0,0001097;
2780,7315;-0,0001074;
2780,9726;-9,4E-5;
2781,2137;-8,54E-5;
2781,4548;-7,82E-5;
2781,6959;-7,56E-5;
2781,9371;-7,32E-5;
2782,1782;-6,11E-5;
2782,4193;-5,69E-5;
2782,6604;-6,74E-5;
2782,9015;-6,62E-5;
2783,1426;-4,23E-5;
2783,3837;-1,87E-5;
2783,6248;-1,56E-5;
2783,8659;-2,22E-5;
2784,1071;-2,8E-5;
2784,3482;-3,91E-5;
2784,5893;-4,47E-5;
2784,8304;-3,11E-5;
2785,0715;-1,47E-5;
2785,3126;-1,09E-5;
2785,5537;-5,85E-6;
2785,7948;6,7E-6;
2786,0359;1,35E-5;
2786,2771;1,18E-5;
2786,5182;9,44E-6;
2786,7593;1,59E-5;
2787,0004;2,47E-5;
2787,2415;1,52E-5;
2787,4826;-3E-6;
2787,7237;2,32E-7;
2787,9648;2,85E-5;
2788,2059;5,67E-5;
2788,4470;6,6E-5;
2788,6882;6,34E-5;
2788,9293;5,93E-5;
2789,1704;5,9E-5;
2789,4115;7,48E-5;
2789,6526;0,0001005;
2789,8937;0,0001131;
2790,1348;0,0001116;
2790,3759;0,00011;
2790,6170;0,0001114;
2790,8582;0,00011;
2791,0993;0,0001105;
2791,3404;0,0001181;
2791,5815;0,0001236;
2791,8226;0,0001236;
2792,0637;0,0001334;
2792,3048;0,0001522;
2792,5459;0,0001583;
2792,7870;0,0001565;
2793,0282;0,0001582;
2793,2693;0,0001567;
2793,5104;0,0001581;
2793,7515;0,0001675;
2793,9926;0,0001774;
