;ALPHA_KS_MATRIX3-2;
Wavelength [nm];Intensity;
3642,9444;0,017847;
3643,1855;0,017851;
3643,4267;0,017852;
3643,6678;0,017857;
3643,9089;0,017877;
3644,1500;0,017882;
3644,3911;0,017852;
3644,6322;0,017816;
3644,8733;0,01781;
3645,1144;0,01783;
3645,3555;0,017855;
3645,5967;0,017873;
3645,8378;0,017875;
3646,0789;0,017867;
3646,3200;0,017862;
3646,5611;0,017857;
3646,8022;0,01784;
3647,0433;0,017827;
3647,2844;0,017831;
3647,5255;0,0178;
3647,7667;0,017732;
3648,0078;0,017703;
3648,2489;0,017735;
3648,4900;0,017787;
3648,7311;0,017827;
3648,9722;0,017858;
3649,2133;0,017876;
3649,4544;0,01781;
3649,6955;0,017628;
3649,9367;0,017519;
3650,1778;0,017648;
3650,4189;0,017837;
3650,6600;0,017905;
3650,9011;0,017882;
3651,1422;0,017826;
3651,3833;0,017817;
3651,6244;0,017846;
3651,8655;0,017846;
3652,1067;0,017872;
3652,3478;0,017964;
3652,5889;0,018058;
3652,8300;0,018131;
3653,0711;0,018205;
3653,3122;0,018306;
3653,5533;0,018448;
3653,7944;0,018582;
3654,0355;0,018644;
3654,2767;0,01862;
3654,5178;0,018534;
3654,7589;0,018422;
3655,0000;0,018307;
3655,2411;0,018215;
3655,4822;0,018165;
3655,7233;0,018138;
3655,9644;0,018118;
3656,2055;0,018096;
3656,4466;0,018021;
3656,6878;0,017855;
3656,9289;0,017736;
3657,1700;0,017817;
3657,4111;0,017971;
3657,6522;0,018042;
3657,8933;0,018072;
3658,1344;0,018088;
3658,3755;0,01805;
3658,6166;0,018003;
3658,8578;0,018008;
3659,0989;0,018016;
3659,3400;0,017996;
3659,5811;0,017993;
3659,8222;0,018013;
3660,0633;0,018034;
3660,3044;0,018061;
3660,5455;0,018096;
3660,7866;0,018122;
3661,0278;0,01812;
3661,2689;0,018096;
3661,5100;0,018089;
3661,7511;0,018127;
3661,9922;0,018184;
3662,2333;0,01822;
3662,4744;0,018255;
3662,7155;0,018313;
3662,9566;0,01835;
3663,1978;0,018353;
3663,4389;0,018374;
3663,6800;0,018414;
3663,9211;0,018453;
3664,1622;0,018501;
3664,4033;0,018571;
3664,6444;0,018645;
3664,8855;0,018717;
3665,1266;0,01882;
3665,3678;0,018954;
3665,6089;0,019069;
3665,8500;0,019131;
3666,0911;0,019145;
3666,3322;0,019132;
3666,5733;0,019119;
3666,8144;0,019112;
3667,0555;0,019108;
3667,2966;0,019099;
3667,5378;0,019077;
3667,7789;0,019045;
3668,0200;0,019003;
3668,2611;0,018959;
3668,5022;0,018932;
3668,7433;0,018914;
3668,9844;0,018873;
3669,2255;0,018813;
3669,4666;0,018811;
3669,7078;0,018953;
3669,9489;0,019218;
3670,1900;0,019503;
3670,4311;0,019665;
3670,6722;0,019588;
3670,9133;0,019268;
3671,1544;0,018785;
3671,3955;0,018414;
3671,6366;0,0184;
3671,8778;0,018547;
3672,1189;0,018587;
3672,3600;0,018552;
3672,6011;0,018515;
3672,8422;0,01849;
3673,0833;0,018492;
3673,3244;0,018504;
3673,5655;0,018495;
3673,8066;0,018453;
3674,0478;0,018386;
3674,2889;0,018337;
3674,5300;0,018328;
3674,7711;0,018321;
3675,0122;0,018268;
3675,2533;0,018134;
3675,4944;0,017992;
3675,7355;0,018006;
3675,9766;0,018135;
3676,2178;0,018131;
3676,4589;0,017914;
3676,7000;0,01775;
3676,9411;0,01785;
3677,1822;0,018053;
3677,4233;0,018163;
3677,6644;0,018181;
3677,9055;0,018165;
3678,1466;0,018158;
3678,3878;0,018168;
3678,6289;0,018188;
3678,8700;0,018222;
3679,1111;0,018248;
3679,3522;0,01824;
3679,5933;0,018212;
3679,8344;0,018176;
3680,0755;0,018158;
3680,3166;0,018172;
3680,5577;0,01819;
3680,7989;0,01821;
3681,0400;0,018238;
3681,2811;0,018254;
3681,5222;0,018264;
3681,7633;0,018269;
3682,0044;0,018266;
3682,2455;0,018258;
3682,4866;0,018246;
3682,7277;0,018241;
3682,9689;0,018261;
3683,2100;0,0183;
3683,4511;0,018335;
3683,6922;0,018341;
3683,9333;0,018312;
3684,1744;0,018288;
3684,4155;0,018284;
3684,6566;0,018276;
3684,8977;0,01827;
3685,1389;0,018274;
3685,3800;0,018275;
3685,6211;0,018265;
3685,8622;0,018264;
3686,1033;0,018277;
3686,3444;0,018273;
3686,5855;0,018251;
3686,8266;0,018255;
3687,0677;0,018276;
3687,3089;0,018285;
3687,5500;0,018289;
3687,7911;0,018284;
3688,0322;0,018256;
3688,2733;0,018224;
3688,5144;0,018175;
3688,7555;0,018016;
3688,9966;0,017811;
3689,2377;0,017848;
3689,4789;0,018104;
3689,7200;0,018252;
3689,9611;0,018252;
3690,2022;0,018252;
3690,4433;0,018273;
3690,6844;0,018288;
3690,9255;0,018298;
3691,1666;0,018307;
3691,4077;0,018298;
3691,6489;0,018237;
3691,8900;0,01817;
3692,1311;0,018199;
3692,3722;0,018287;
3692,6133;0,018331;
3692,8544;0,018353;
3693,0955;0,018402;
3693,3366;0,018431;
3693,5777;0,018415;
3693,8189;0,018401;
3694,0600;0,018395;
3694,3011;0,018383;
3694,5422;0,018386;
3694,7833;0,01842;
3695,0244;0,018461;
3695,2655;0,018463;
3695,5066;0,01844;
3695,7477;0,018434;
3695,9889;0,018438;
3696,2300;0,018438;
3696,4711;0,018438;
3696,7122;0,018444;
3696,9533;0,018447;
3697,1944;0,018435;
3697,4355;0,018418;
3697,6766;0,018401;
3697,9177;0,018393;
3698,1589;0,018423;
3698,4000;0,018495;
3698,6411;0,01856;
3698,8822;0,018577;
3699,1233;0,018568;
3699,3644;0,018589;
3699,6055;0,018683;
3699,8466;0,018848;
3700,0877;0,019013;
3700,3289;0,019081;
3700,5700;0,019057;
3700,8111;0,019022;
3701,0522;0,019011;
3701,2933;0,019013;
3701,5344;0,019015;
3701,7755;0,019018;
3702,0166;0,019015;
3702,2577;0,018975;
3702,4989;0,018937;
3702,7400;0,018979;
3702,9811;0,019045;
3703,2222;0,019067;
3703,4633;0,019098;
3703,7044;0,019169;
3703,9455;0,019255;
3704,1866;0,019322;
3704,4277;0,019342;
3704,6688;0,019333;
3704,9100;0,019352;
3705,1511;0,01942;
3705,3922;0,0195;
3705,6333;0,01957;
3705,8744;0,019626;
3706,1155;0,019665;
3706,3566;0,019691;
3706,5977;0,019719;
3706,8388;0,0198;
3707,0800;0,019975;
3707,3211;0,020212;
3707,5622;0,020395;
3707,8033;0,020439;
3708,0444;0,020385;
3708,2855;0,020323;
3708,5266;0,020311;
3708,7677;0,020385;
3709,0088;0,020522;
3709,2500;0,02063;
3709,4911;0,020655;
3709,7322;0,02062;
3709,9733;0,020638;
3710,2144;0,020856;
3710,4555;0,021294;
3710,6966;0,0219;
3710,9377;0,022679;
3711,1788;0,023631;
3711,4200;0,024648;
3711,6611;0,025447;
3711,9022;0,025695;
3712,1433;0,025299;
3712,3844;0,024389;
3712,6255;0,023203;
3712,8666;0,022164;
3713,1077;0,021555;
3713,3488;0,021196;
3713,5900;0,02086;
3713,8311;0,020562;
3714,0722;0,020329;
3714,3133;0,020152;
3714,5544;0,020019;
3714,7955;0,019894;
3715,0366;0,019771;
3715,2777;0,019663;
3715,5188;0,019569;
3715,7600;0,019497;
3716,0011;0,019454;
3716,2422;0,019441;
3716,4833;0,019446;
3716,7244;0,019447;
3716,9655;0,019425;
3717,2066;0,019379;
3717,4477;0,019333;
3717,6888;0,019308;
3717,9300;0,019291;
3718,1711;0,019258;
3718,4122;0,019209;
3718,6533;0,019157;
3718,8944;0,019097;
3719,1355;0,019045;
3719,3766;0,019006;
3719,6177;0,018972;
3719,8588;0,01896;
3720,1000;0,01896;
3720,3411;0,018958;
3720,5822;0,018973;
3720,8233;0,018991;
3721,0644;0,018985;
3721,3055;0,018962;
3721,5466;0,018931;
3721,7877;0,018913;
3722,0288;0,018921;
3722,2700;0,018912;
3722,5111;0,018848;
3722,7522;0,018781;
3722,9933;0,018791;
3723,2344;0,018848;
3723,4755;0,018881;
3723,7166;0,018893;
3723,9577;0,018878;
3724,1988;0,018833;
3724,4400;0,018822;
3724,6811;0,018868;
3724,9222;0,018922;
3725,1633;0,018938;
3725,4044;0,018908;
3725,6455;0,018863;
3725,8866;0,018827;
3726,1277;0,018808;
3726,3688;0,018802;
3726,6100;0,018789;
3726,8511;0,018749;
3727,0922;0,018693;
3727,3333;0,018685;
3727,5744;0,018752;
3727,8155;0,018805;
3728,0566;0,018788;
3728,2977;0,018753;
3728,5388;0,018748;
3728,7799;0,01879;
3729,0211;0,018871;
3729,2622;0,018926;
3729,5033;0,01891;
3729,7444;0,018851;
3729,9855;0,018805;
3730,2266;0,018821;
3730,4677;0,018886;
3730,7088;0,018904;
3730,9499;0,018841;
3731,1911;0,018777;
3731,4322;0,018784;
3731,6733;0,01884;
3731,9144;0,018878;
3732,1555;0,018877;
3732,3966;0,018829;
3732,6377;0,018786;
3732,8788;0,018897;
3733,1199;0,019111;
3733,3611;0,019188;
3733,6022;0,019111;
3733,8433;0,019018;
3734,0844;0,018936;
3734,3255;0,018852;
3734,5666;0,01878;
3734,8077;0,018725;
3735,0488;0,018694;
3735,2899;0,018685;
3735,5311;0,018684;
3735,7722;0,018697;
3736,0133;0,018722;
3736,2544;0,018752;
3736,4955;0,0188;
3736,7366;0,018832;
3736,9777;0,018758;
3737,2188;0,018582;
3737,4599;0,018509;
3737,7011;0,01864;
3737,9422;0,018776;
3738,1833;0,018791;
3738,4244;0,018765;
3738,6655;0,018748;
3738,9066;0,018717;
3739,1477;0,018685;
3739,3888;0,018687;
3739,6299;0,018723;
3739,8711;0,018743;
3740,1122;0,018715;
3740,3533;0,018657;
3740,5944;0,018621;
3740,8355;0,018636;
3741,0766;0,018669;
3741,3177;0,018657;
3741,5588;0,018596;
3741,7999;0,018547;
3742,0411;0,018544;
3742,2822;0,018565;
3742,5233;0,01857;
3742,7644;0,018571;
3743,0055;0,018605;
3743,2466;0,018649;
3743,4877;0,018665;
3743,7288;0,018665;
3743,9699;0,018641;
3744,2111;0,018559;
3744,4522;0,018463;
3744,6933;0,018399;
3744,9344;0,018241;
3745,1755;0,017991;
3745,4166;0,017949;
3745,6577;0,018184;
3745,8988;0,018455;
3746,1399;0,018631;
3746,3811;0,018713;
3746,6222;0,018732;
3746,8633;0,018734;
3747,1044;0,01875;
3747,3455;0,01879;
3747,5866;0,018828;
3747,8277;0,018834;
3748,0688;0,018828;
3748,3099;0,018846;
3748,5511;0,018891;
3748,7922;0,018952;
3749,0333;0,019009;
3749,2744;0,019024;
3749,5155;0,018955;
3749,7566;0,018768;
3749,9977;0,018609;
3750,2388;0,018729;
3750,4799;0,019051;
3750,7211;0,019291;
3750,9622;0,019394;
3751,2033;0,019473;
3751,4444;0,019569;
3751,6855;0,019668;
3751,9266;0,019792;
3752,1677;0,019947;
3752,4088;0,020016;
3752,6499;0,019881;
3752,8910;0,019772;
3753,1322;0,020013;
3753,3733;0,020455;
3753,6144;0,020774;
3753,8555;0,020943;
3754,0966;0,021099;
3754,3377;0,021332;
3754,5788;0,021661;
3754,8199;0,02209;
3755,0610;0,022635;
3755,3022;0,023328;
3755,5433;0,024222;
3755,7844;0,025377;
3756,0255;0,026872;
3756,2666;0,028801;
3756,5077;0,031143;
3756,7488;0,033566;
3756,9899;0,035428;
3757,2310;0,036049;
3757,4722;0,035057;
3757,7133;0,032698;
3757,9544;0,029797;
3758,1955;0,027172;
3758,4366;0,025153;
3758,6777;0,023698;
3758,9188;0,022681;
3759,1599;0,021971;
3759,4010;0,021452;
3759,6422;0,021053;
3759,8833;0,020734;
3760,1244;0,020447;
3760,3655;0,020192;
3760,6066;0,020047;
3760,8477;0,019995;
3761,0888;0,019944;
3761,3299;0,019895;
3761,5710;0,019844;
3761,8122;0,01976;
3762,0533;0,019676;
3762,2944;0,019608;
3762,5355;0,019547;
3762,7766;0,019497;
3763,0177;0,019444;
3763,2588;0,019389;
3763,4999;0,019356;
3763,7410;0,019335;
3763,9822;0,019298;
3764,2233;0,019235;
3764,4644;0,019181;
3764,7055;0,019181;
3764,9466;0,019212;
3765,1877;0,019203;
3765,4288;0,019155;
3765,6699;0,019122;
3765,9110;0,019101;
3766,1522;0,019057;
3766,3933;0,018998;
3766,6344;0,018967;
3766,8755;0,018992;
3767,1166;0,019049;
3767,3577;0,019083;
3767,5988;0,019084;
3767,8399;0,019072;
3768,0810;0,019042;
3768,3222;0,019021;
3768,5633;0,019049;
3768,8044;0,019094;
3769,0455;0,019117;
3769,2866;0,019126;
3769,5277;0,019123;
3769,7688;0,019112;
3770,0099;0,019093;
3770,2510;0,019046;
3770,4922;0,019002;
3770,7333;0,019029;
3770,9744;0,019112;
3771,2155;0,019217;
3771,4566;0,01934;
3771,6977;0,019444;
3771,9388;0,019491;
3772,1799;0,019492;
3772,4210;0,019513;
3772,6622;0,019598;
3772,9033;0,019723;
3773,1444;0,019847;
3773,3855;0,019944;
3773,6266;0,020026;
3773,8677;0,020143;
3774,1088;0,020325;
3774,3499;0,020543;
3774,5910;0,02079;
3774,8322;0,021107;
3775,0733;0,021487;
3775,3144;0,021877;
3775,5555;0,022288;
3775,7966;0,022741;
3776,0377;0,023226;
3776,2788;0,023717;
3776,5199;0,024137;
3776,7610;0,024412;
3777,0021;0,024533;
3777,2433;0,02451;
3777,4844;0,024315;
3777,7255;0,023948;
3777,9666;0,023475;
3778,2077;0,022967;
3778,4488;0,022478;
3778,6899;0,022038;
3778,9310;0,021635;
3779,1721;0,021269;
3779,4133;0,020965;
3779,6544;0,020729;
3779,8955;0,020502;
3780,1366;0,020275;
3780,3777;0,020147;
3780,6188;0,020102;
3780,8599;0,020033;
3781,1010;0,019936;
3781,3421;0,019859;
3781,5833;0,019803;
3781,8244;0,019744;
3782,0655;0,019672;
3782,3066;0,019598;
3782,5477;0,019548;
3782,7888;0,019512;
3783,0299;0,019462;
3783,2710;0,019417;
3783,5121;0,019399;
3783,7533;0,019382;
3783,9944;0,019357;
3784,2355;0,019331;
3784,4766;0,01933;
3784,7177;0,019352;
3784,9588;0,019336;
3785,1999;0,019275;
3785,4410;0,019237;
3785,6821;0,019236;
3785,9233;0,019235;
3786,1644;0,019224;
3786,4055;0,019216;
3786,6466;0,019203;
3786,8877;0,019182;
3787,1288;0,019161;
3787,3699;0,019122;
3787,6110;0,019072;
3787,8521;0,019037;
3788,0933;0,019007;
3788,3344;0,018982;
3788,5755;0,018979;
3788,8166;0,01898;
3789,0577;0,018962;
3789,2988;0,018958;
3789,5399;0,018991;
3789,7810;0,019007;
3790,0221;0,018968;
3790,2633;0,018925;
3790,5044;0,01892;
3790,7455;0,018931;
3790,9866;0,018933;
3791,2277;0,018928;
3791,4688;0,018933;
3791,7099;0,018931;
3791,9510;0,018898;
3792,1921;0,018857;
3792,4333;0,018853;
3792,6744;0,018887;
3792,9155;0,018902;
3793,1566;0,018878;
3793,3977;0,018869;
3793,6388;0,018897;
3793,8799;0,018929;
3794,1210;0,018944;
3794,3621;0,018955;
3794,6033;0,018968;
3794,8444;0,018966;
3795,0855;0,018947;
3795,3266;0,018925;
3795,5677;0,018903;
3795,8088;0,018885;
3796,0499;0,018863;
3796,2910;0,018833;
3796,5321;0,018816;
3796,7733;0,018794;
3797,0144;0,018753;
3797,2555;0,018767;
3797,4966;0,018857;
3797,7377;0,018922;
3797,9788;0,018907;
3798,2199;0,018855;
3798,4610;0,018826;
3798,7021;0,018848;
3798,9433;0,018889;
3799,1844;0,018911;
3799,4255;0,018914;
3799,6666;0,018886;
3799,9077;0,018838;
3800,1488;0,018825;
3800,3899;0,018862;
3800,6310;0,018914;
3800,8721;0,018947;
3801,1132;0,018937;
3801,3544;0,018891;
3801,5955;0,018771;
3801,8366;0,018516;
3802,0777;0,018327;
3802,3188;0,018445;
3802,5599;0,018692;
3802,8010;0,018813;
3803,0421;0,0188;
3803,2832;0,01874;
3803,5244;0,018716;
3803,7655;0,01874;
3804,0066;0,018759;
3804,2477;0,018756;
3804,4888;0,018755;
3804,7299;0,018773;
3804,9710;0,018799;
3805,2121;0,018811;
3805,4532;0,018794;
3805,6944;0,018758;
3805,9355;0,018735;
3806,1766;0,018737;
3806,4177;0,018738;
3806,6588;0,018726;
3806,8999;0,018702;
3807,1410;0,018637;
3807,3821;0,018483;
3807,6232;0,018333;
3807,8644;0,01839;
3808,1055;0,01859;
3808,3466;0,018722;
3808,5877;0,018756;
3808,8288;0,018735;
3809,0699;0,018705;
3809,3110;0,018699;
3809,5521;0,018699;
3809,7932;0,018677;
3810,0344;0,01864;
3810,2755;0,018635;
3810,5166;0,018671;
3810,7577;0,018686;
3810,9988;0,018659;
3811,2399;0,018649;
3811,4810;0,018661;
3811,7221;0,018645;
3811,9632;0,018636;
3812,2044;0,018665;
3812,4455;0,018685;
3812,6866;0,01868;
3812,9277;0,018679;
3813,1688;0,018681;
3813,4099;0,018669;
3813,6510;0,018658;
3813,8921;0,018654;
3814,1332;0,018652;
3814,3744;0,018659;
3814,6155;0,01868;
3814,8566;0,018706;
3815,0977;0,01872;
3815,3388;0,018711;
3815,5799;0,018689;
3815,8210;0,018661;
3816,0621;0,018636;
3816,3032;0,018554;
3816,5444;0,018349;
3816,7855;0,018224;
3817,0266;0,018365;
3817,2677;0,018564;
3817,5088;0,018637;
3817,7499;0,018665;
3817,9910;0,018694;
3818,2321;0,018706;
3818,4732;0,018693;
3818,7144;0,018661;
3818,9555;0,018633;
3819,1966;0,018629;
3819,4377;0,018648;
3819,6788;0,018653;
3819,9199;0,018631;
3820,1610;0,018626;
3820,4021;0,018625;
3820,6432;0,018604;
3820,8844;0,018579;
3821,1255;0,018513;
3821,3666;0,01843;
3821,6077;0,018447;
3821,8488;0,018525;
3822,0899;0,01852;
3822,3310;0,018454;
3822,5721;0,018476;
3822,8132;0,018598;
3823,0544;0,018688;
3823,2955;0,018691;
3823,5366;0,018656;
3823,7777;0,018639;
3824,0188;0,018657;
3824,2599;0,01868;
3824,5010;0,018678;
3824,7421;0,01866;
3824,9832;0,018643;
3825,2243;0,018629;
3825,4655;0,018621;
3825,7066;0,018625;
3825,9477;0,018646;
3826,1888;0,018645;
3826,4299;0,0186;
3826,6710;0,018589;
3826,9121;0,018635;
3827,1532;0,018642;
3827,3943;0,018606;
3827,6355;0,018611;
3827,8766;0,018667;
3828,1177;0,018711;
3828,3588;0,018721;
3828,5999;0,018718;
3828,8410;0,018717;
3829,0821;0,018711;
3829,3232;0,018697;
3829,5643;0,018685;
3829,8055;0,018672;
3830,0466;0,018664;
3830,2877;0,018675;
3830,5288;0,018702;
3830,7699;0,018714;
3831,0110;0,018703;
3831,2521;0,018697;
3831,4932;0,01871;
3831,7343;0,018705;
3831,9755;0,018629;
3832,2166;0,018518;
3832,4577;0,018489;
3832,6988;0,018564;
3832,9399;0,018641;
3833,1810;0,018659;
3833,4221;0,018648;
3833,6632;0,018655;
3833,9043;0,018697;
3834,1455;0,018747;
3834,3866;0,018772;
3834,6277;0,018779;
3834,8688;0,018783;
3835,1099;0,018756;
3835,3510;0,018647;
3835,5921;0,018519;
3835,8332;0,018515;
3836,0743;0,018616;
3836,3155;0,018688;
3836,5566;0,018697;
3836,7977;0,018682;
3837,0388;0,018664;
3837,2799;0,018658;
3837,5210;0,018669;
3837,7621;0,018674;
3838,0032;0,018617;
3838,2443;0,018413;
3838,4855;0,018193;
3838,7266;0,018269;
3838,9677;0,018561;
3839,2088;0,018726;
3839,4499;0,018747;
3839,6910;0,018751;
3839,9321;0,01875;
3840,1732;0,018738;
3840,4143;0,018727;
3840,6555;0,01873;
3840,8966;0,018755;
3841,1377;0,018768;
3841,3788;0,018721;
3841,6199;0,018653;
3841,8610;0,018648;
3842,1021;0,018684;
3842,3432;0,018681;
3842,5843;0,018679;
3842,8255;0,018723;
3843,0666;0,01875;
3843,3077;0,018729;
3843,5488;0,018701;
3843,7899;0,018681;
3844,0310;0,018645;
3844,2721;0,018611;
3844,5132;0,018629;
3844,7543;0,018668;
3844,9955;0,018671;
3845,2366;0,018647;
3845,4777;0,018644;
3845,7188;0,018694;
3845,9599;0,018759;
3846,2010;0,018788;
3846,4421;0,018796;
3846,6832;0,018796;
3846,9243;0,018786;
3847,1655;0,018783;
3847,4066;0,018788;
3847,6477;0,01879;
3847,8888;0,018781;
3848,1299;0,018762;
3848,3710;0,018752;
3848,6121;0,018767;
3848,8532;0,018801;
3849,0943;0,01881;
3849,3354;0,018773;
3849,5766;0,018737;
3849,8177;0,018745;
3850,0588;0,018775;
3850,2999;0,018791;
3850,5410;0,018792;
3850,7821;0,018799;
3851,0232;0,018814;
3851,2643;0,018818;
3851,5054;0,018804;
3851,7466;0,018786;
3851,9877;0,018776;
3852,2288;0,018724;
3852,4699;0,018554;
3852,7110;0,018373;
3852,9521;0,018411;
3853,1932;0,018611;
3853,4343;0,018749;
3853,6754;0,018765;
3853,9166;0,018724;
3854,1577;0,018635;
3854,3988;0,018433;
3854,6399;0,018168;
3854,8810;0,017994;
3855,1221;0,018026;
3855,3632;0,018276;
3855,6043;0,018572;
3855,8454;0,018749;
3856,0866;0,018825;
3856,3277;0,018858;
3856,5688;0,018859;
3856,8099;0,018832;
3857,0510;0,01878;
3857,2921;0,01873;
3857,5332;0,018706;
3857,7743;0,018707;
3858,0154;0,018733;
3858,2566;0,018763;
3858,4977;0,018774;
3858,7388;0,01877;
3858,9799;0,018755;
3859,2210;0,018737;
3859,4621;0,018717;
3859,7032;0,018715;
3859,9443;0,01876;
3860,1854;0,018818;
3860,4266;0,018844;
3860,6677;0,018818;
3860,9088;0,018772;
3861,1499;0,018765;
3861,3910;0,018787;
3861,6321;0,018789;
3861,8732;0,018776;
3862,1143;0,018759;
3862,3554;0,01872;
3862,5966;0,018689;
3862,8377;0,01873;
3863,0788;0,018819;
3863,3199;0,018865;
3863,5610;0,018849;
3863,8021;0,018824;
3864,0432;0,018817;
3864,2843;0,018828;
3864,5254;0,018831;
3864,7666;0,018815;
3865,0077;0,018815;
3865,2488;0,018801;
3865,4899;0,0187;
3865,7310;0,018608;
3865,9721;0,018687;
3866,2132;0,018855;
3866,4543;0,018919;
3866,6954;0,018887;
3866,9366;0,018858;
3867,1777;0,018839;
3867,4188;0,018803;
3867,6599;0,018769;
3867,9010;0,018765;
3868,1421;0,018791;
3868,3832;0,018817;
3868,6243;0,01882;
3868,8654;0,018811;
3869,1066;0,018801;
3869,3477;0,018806;
3869,5888;0,018807;
3869,8299;0,018766;
3870,0710;0,018734;
3870,3121;0,018706;
3870,5532;0,018588;
3870,7943;0,018481;
3871,0354;0,018575;
3871,2766;0,018773;
3871,5177;0,018874;
3871,7588;0,018871;
3871,9999;0,018838;
3872,2410;0,018822;
3872,4821;0,018821;
3872,7232;0,018813;
3872,9643;0,018817;
3873,2054;0,018847;
3873,4465;0,018879;
3873,6877;0,018885;
3873,9288;0,018865;
3874,1699;0,018832;
3874,4110;0,018817;
3874,6521;0,018822;
3874,8932;0,018788;
3875,1343;0,018714;
3875,3754;0,018701;
3875,6165;0,018781;
3875,8577;0,018869;
3876,0988;0,018901;
3876,3399;0,018893;
3876,5810;0,018884;
3876,8221;0,018883;
3877,0632;0,018883;
3877,3043;0,018895;
3877,5454;0,018899;
3877,7865;0,018867;
3878,0277;0,018834;
3878,2688;0,018831;
3878,5099;0,01883;
3878,7510;0,018825;
3878,9921;0,018841;
3879,2332;0,018868;
3879,4743;0,018898;
3879,7154;0,01894;
3879,9565;0,018976;
3880,1977;0,018972;
3880,4388;0,018898;
3880,6799;0,018804;
3880,9210;0,018791;
3881,1621;0,018856;
3881,4032;0,018892;
3881,6443;0,018865;
3881,8854;0,018833;
3882,1265;0,018838;
3882,3677;0,018862;
3882,6088;0,018877;
3882,8499;0,018874;
3883,0910;0,018865;
3883,3321;0,018864;
3883,5732;0,018869;
3883,8143;0,018887;
3884,0554;0,018928;
3884,2965;0,018946;
3884,5377;0,018927;
3884,7788;0,018911;
3885,0199;0,018887;
3885,2610;0,01885;
3885,5021;0,018849;
3885,7432;0,018862;
3885,9843;0,018808;
3886,2254;0,018699;
3886,4665;0,018654;
3886,7077;0,018727;
3886,9488;0,018845;
3887,1899;0,018925;
3887,4310;0,018933;
3887,6721;0,018912;
3887,9132;0,018916;
3888,1543;0,018935;
3888,3954;0,018946;
3888,6365;0,018956;
3888,8777;0,018969;
3889,1188;0,018975;
3889,3599;0,018952;
3889,6010;0,018899;
3889,8421;0,018846;
3890,0832;0,018831;
3890,3243;0,018862;
3890,5654;0,018904;
3890,8065;0,018921;
3891,0477;0,01892;
3891,2888;0,018924;
3891,5299;0,018889;
3891,7710;0,018778;
3892,0121;0,01871;
3892,2532;0,018767;
3892,4943;0,018853;
3892,7354;0,018904;
3892,9765;0,018931;
3893,2177;0,01893;
3893,4588;0,018924;
3893,6999;0,018923;
3893,9410;0,018922;
3894,1821;0,01895;
3894,4232;0,018995;
3894,6643;0,019004;
3894,9054;0,01899;
3895,1465;0,018997;
3895,3877;0,019004;
3895,6288;0,018981;
3895,8699;0,018954;
3896,1110;0,018954;
3896,3521;0,018959;
3896,5932;0,018949;
3896,8343;0,01895;
3897,0754;0,018962;
3897,3165;0,018954;
3897,5576;0,018939;
3897,7988;0,018946;
3898,0399;0,018956;
3898,2810;0,018962;
3898,5221;0,018971;
3898,7632;0,018968;
3899,0043;0,018962;
3899,2454;0,018972;
3899,4865;0,01895;
3899,7276;0,018853;
3899,9688;0,018753;
3900,2099;0,018762;
3900,4510;0,018872;
3900,6921;0,018965;
3900,9332;0,018981;
3901,1743;0,018952;
3901,4154;0,01891;
3901,6565;0,018881;
3901,8976;0,01888;
3902,1388;0,018863;
3902,3799;0,018823;
3902,6210;0,018835;
3902,8621;0,018894;
3903,1032;0,018928;
3903,3443;0,018952;
3903,5854;0,018987;
3903,8265;0,018994;
3904,0676;0,018969;
3904,3088;0,018937;
3904,5499;0,018879;
3904,7910;0,018811;
3905,0321;0,018824;
3905,2732;0,018914;
3905,5143;0,018982;
3905,7554;0,019014;
3905,9965;0,019026;
3906,2376;0,019005;
3906,4788;0,018981;
3906,7199;0,018983;
3906,9610;0,019003;
3907,2021;0,019023;
3907,4432;0,019028;
3907,6843;0,019035;
3907,9254;0,019051;
3908,1665;0,019033;
3908,4076;0,018998;
3908,6488;0,018993;
3908,8899;0,018988;
3909,1310;0,01895;
3909,3721;0,018932;
3909,6132;0,01896;
3909,8543;0,018989;
3910,0954;0,018988;
3910,3365;0,01897;
3910,5776;0,018961;
3910,8188;0,018973;
3911,0599;0,018996;
3911,3010;0,019013;
3911,5421;0,019017;
3911,7832;0,019022;
3912,0243;0,019043;
3912,2654;0,019057;
3912,5065;0,019036;
3912,7476;0,018995;
3912,9888;0,018968;
3913,2299;0,018974;
3913,4710;0,019014;
3913,7121;0,019043;
3913,9532;0,019028;
3914,1943;0,019005;
3914,4354;0,019;
3914,6765;0,018992;
3914,9176;0,018981;
3915,1588;0,018997;
3915,3999;0,019036;
3915,6410;0,019045;
3915,8821;0,019027;
3916,1232;0,019023;
3916,3643;0,019013;
3916,6054;0,018979;
3916,8465;0,018973;
3917,0876;0,019006;
3917,3288;0,019033;
3917,5699;0,019027;
3917,8110;0,018974;
3918,0521;0,018924;
3918,2932;0,018942;
3918,5343;0,018997;
3918,7754;0,019022;
3919,0165;0,019015;
3919,2576;0,01899;
3919,4988;0,018971;
3919,7399;0,018996;
3919,9810;0,019015;
3920,2221;0,018961;
3920,4632;0,018899;
3920,7043;0,018896;
3920,9454;0,01892;
3921,1865;0,018953;
3921,4276;0,018997;
3921,6687;0,01902;
3921,9099;0,01901;
3922,1510;0,019003;
3922,3921;0,019012;
3922,6332;0,019021;
3922,8743;0,019043;
3923,1154;0,019078;
