;alpha_KS_Matrix7-3sub;
Wavenumbers [1/cm];Absorbance;
2844,8678;-0,00965526;
2844,6267;-0,009626814;
2844,3856;-0,009588065;
2844,1445;-0,009560762;
2843,9034;-0,009572507;
2843,6622;-0,009604375;
2843,4211;-0,009617425;
2843,1800;-0,009596912;
2842,9389;-0,009576579;
2842,6978;-0,009591006;
2842,4567;-0,009611712;
2842,2156;-0,009595984;
2841,9745;-0,009558754;
2841,7334;-0,009545072;
2841,4922;-0,009562232;
2841,2511;-0,009574372;
2841,0100;-0,009558233;
2840,7689;-0,009535476;
2840,5278;-0,009526925;
2840,2867;-0,009525226;
2840,0456;-0,009527287;
2839,8045;-0,009545005;
2839,5634;-0,009571229;
2839,3222;-0,009577492;
2839,0811;-0,009573597;
2838,8400;-0,00958383;
2838,5989;-0,009589311;
2838,3578;-0,009579685;
2838,1167;-0,009566187;
2837,8756;-0,00954764;
2837,6345;-0,009521756;
2837,3934;-0,009495915;
2837,1522;-0,009468876;
2836,9111;-0,009443596;
2836,6700;-0,009433325;
2836,4289;-0,009428564;
2836,1878;-0,00941777;
2835,9467;-0,009418333;
2835,7056;-0,009446493;
2835,4645;-0,009473533;
2835,2234;-0,009458324;
2834,9822;-0,009438707;
2834,7411;-0,009466477;
2834,5000;-0,009501778;
2834,2589;-0,009500901;
2834,0178;-0,009494084;
2833,7767;-0,009517223;
2833,5356;-0,009547111;
2833,2945;-0,009547057;
2833,0534;-0,009532321;
2832,8122;-0,009528784;
2832,5711;-0,009530911;
2832,3300;-0,009535529;
2832,0889;-0,009541805;
2831,8478;-0,009536935;
2831,6067;-0,00951701;
2831,3656;-0,009497387;
2831,1245;-0,009507383;
2830,8834;-0,009554311;
2830,6423;-0,00959286;
2830,4011;-0,009590197;
2830,1600;-0,009568678;
2829,9189;-0,009552497;
2829,6778;-0,00955328;
2829,4367;-0,009570586;
2829,1956;-0,009582874;
2828,9545;-0,009576747;
2828,7134;-0,009571997;
2828,4723;-0,009590837;
2828,2311;-0,009597651;
2827,9900;-0,00955651;
2827,7489;-0,009523705;
2827,5078;-0,009538718;
2827,2667;-0,009545285;
2827,0256;-0,009531488;
2826,7845;-0,009546044;
2826,5434;-0,009574369;
2826,3023;-0,009579836;
2826,0611;-0,009579784;
2825,8200;-0,009590294;
2825,5789;-0,009589394;
2825,3378;-0,009560598;
2825,0967;-0,009544287;
2824,8556;-0,009579439;
2824,6145;-0,009613096;
2824,3734;-0,009590639;
2824,1323;-0,009560475;
2823,8911;-0,009574362;
2823,6500;-0,009608209;
2823,4089;-0,009629625;
2823,1678;-0,009636642;
2822,9267;-0,009637578;
2822,6856;-0,009634454;
2822,4445;-0,009638049;
2822,2034;-0,009651064;
2821,9623;-0,009648412;
2821,7211;-0,009646963;
2821,4800;-0,00967284;
2821,2389;-0,009690243;
2820,9978;-0,009680186;
2820,7567;-0,009661077;
2820,5156;-0,009651267;
2820,2745;-0,009669506;
2820,0334;-0,009701024;
2819,7923;-0,009714611;
2819,5511;-0,009712556;
2819,3100;-0,009706259;
2819,0689;-0,009689344;
2818,8278;-0,009661181;
2818,5867;-0,009643544;
2818,3456;-0,009656056;
2818,1045;-0,00969769;
2817,8634;-0,009746749;
2817,6223;-0,009770713;
2817,3812;-0,009751991;
2817,1400;-0,009711201;
2816,8989;-0,009690289;
2816,6578;-0,009685263;
2816,4167;-0,009674562;
2816,1756;-0,009685193;
2815,9345;-0,009725982;
2815,6934;-0,009760328;
2815,4523;-0,009766819;
2815,2112;-0,009752964;
2814,9700;-0,009739726;
2814,7289;-0,009736069;
2814,4878;-0,00974253;
2814,2467;-0,009756017;
2814,0056;-0,009774028;
2813,7645;-0,009793618;
2813,5234;-0,009794358;
2813,2823;-0,009775423;
2813,0412;-0,009765862;
2812,8000;-0,009776054;
2812,5589;-0,009793163;
2812,3178;-0,009806772;
2812,0767;-0,009813081;
2811,8356;-0,009807851;
2811,5945;-0,009791567;
2811,3534;-0,009764933;
2811,1123;-0,00975071;
2810,8712;-0,009783434;
2810,6300;-0,009833759;
2810,3889;-0,009847879;
2810,1478;-0,009828642;
2809,9067;-0,009802273;
2809,6656;-0,009783348;
2809,4245;-0,009780861;
2809,1834;-0,009792686;
2808,9423;-0,009806721;
2808,7012;-0,009804289;
2808,4600;-0,009778063;
2808,2189;-0,009763326;
2807,9778;-0,009787784;
2807,7367;-0,009830061;
2807,4956;-0,009864342;
2807,2545;-0,009870408;
2807,0134;-0,009848559;
2806,7723;-0,009828075;
2806,5312;-0,009833018;
2806,2900;-0,009856628;
2806,0489;-0,009868016;
2805,8078;-0,009866351;
2805,5667;-0,009871388;
2805,3256;-0,009877766;
2805,0845;-0,009882839;
2804,8434;-0,009902288;
2804,6023;-0,009936203;
2804,3612;-0,009964033;
2804,1200;-0,009978857;
2803,8789;-0,009976367;
2803,6378;-0,009950338;
2803,3967;-0,009926412;
2803,1556;-0,009923484;
2802,9145;-0,00992428;
2802,6734;-0,009907463;
2802,4323;-0,009883047;
2802,1912;-0,00988974;
2801,9501;-0,009929106;
2801,7089;-0,009962533;
2801,4678;-0,009970098;
2801,2267;-0,009953561;
2800,9856;-0,009931607;
2800,7445;-0,009926517;
2800,5034;-0,009940109;
2800,2623;-0,009964598;
2800,0212;-0,009987973;
2799,7801;-0,009993777;
2799,5389;-0,009989163;
2799,2978;-0,009993972;
2799,0567;-0,01000125;
2798,8156;-0,01000243;
2798,5745;-0,0100084;
2798,3334;-0,01001543;
2798,0923;-0,01002062;
2797,8512;-0,0100251;
2797,6101;-0,01001336;
2797,3689;-0,009990845;
2797,1278;-0,009985503;
2796,8867;-0,01000182;
2796,6456;-0,01002557;
2796,4045;-0,01004322;
2796,1634;-0,01005024;
2795,9223;-0,0100591;
2795,6812;-0,01008097;
2795,4401;-0,01008877;
2795,1989;-0,01006183;
2794,9578;-0,01003713;
2794,7167;-0,01004126;
2794,4756;-0,01005799;
2794,2345;-0,01007278;
2793,9934;-0,01006933;
2793,7523;-0,01004503;
2793,5112;-0,01003175;
2793,2701;-0,01004457;
2793,0289;-0,0100605;
2792,7878;-0,01005813;
2792,5467;-0,01004487;
2792,3056;-0,010046;
2792,0645;-0,01006103;
2791,8234;-0,01006772;
2791,5823;-0,01007053;
2791,3412;-0,01008336;
2791,1001;-0,01009097;
2790,8589;-0,01008354;
2790,6178;-0,01008034;
2790,3767;-0,01008709;
2790,1356;-0,0100959;
2789,8945;-0,01010696;
2789,6534;-0,01012363;
2789,4123;-0,01015077;
2789,1712;-0,01017258;
2788,9301;-0,01017531;
2788,6890;-0,01017159;
2788,4478;-0,0101729;
2788,2067;-0,01018766;
2787,9656;-0,01021357;
2787,7245;-0,01022938;
2787,4834;-0,01021865;
2787,2423;-0,01019452;
2787,0012;-0,01018668;
2786,7601;-0,01019252;
2786,5190;-0,01019446;
2786,2778;-0,01019499;
2786,0367;-0,01020068;
2785,7956;-0,01021424;
2785,5545;-0,01022152;
2785,3134;-0,01021067;
2785,0723;-0,01020663;
2784,8312;-0,01022304;
2784,5901;-0,01023636;
2784,3490;-0,0102343;
2784,1078;-0,01022876;
2783,8667;-0,01021981;
2783,6256;-0,0102065;
2783,3845;-0,01021949;
2783,1434;-0,01026698;
2782,9023;-0,01030144;
2782,6612;-0,01029577;
2782,4201;-0,01028282;
2782,1790;-0,0102881;
2781,9378;-0,01028739;
2781,6967;-0,01027485;
2781,4556;-0,01027301;
2781,2145;-0,01027459;
2780,9734;-0,01029002;
2780,7323;-0,01033538;
2780,4912;-0,01036382;
2780,2501;-0,01035388;
2780,0090;-0,01034935;
2779,7678;-0,0103697;
2779,5267;-0,01039011;
2779,2856;-0,01038356;
2779,0445;-0,01035959;
2778,8034;-0,01034975;
2778,5623;-0,01035845;
2778,3212;-0,01036577;
2778,0801;-0,01035402;
2777,8390;-0,01033402;
2777,5978;-0,01034736;
2777,3567;-0,01038924;
2777,1156;-0,01040561;
2776,8745;-0,01038549;
2776,6334;-0,01036234;
2776,3923;-0,01036733;
2776,1512;-0,01040415;
2775,9101;-0,01043672;
2775,6690;-0,01043823;
2775,4278;-0,01042789;
2775,1867;-0,0104191;
2774,9456;-0,01041112;
2774,7045;-0,01041924;
2774,4634;-0,01043168;
2774,2223;-0,01042201;
2773,9812;-0,01040725;
2773,7401;-0,01041609;
2773,4990;-0,01043603;
2773,2579;-0,01043391;
2773,0167;-0,01041046;
2772,7756;-0,01039445;
2772,5345;-0,01039354;
2772,2934;-0,01040082;
2772,0523;-0,01042234;
2771,8112;-0,01045419;
2771,5701;-0,0104678;
2771,3290;-0,01045975;
2771,0879;-0,01046471;
2770,8467;-0,01049019;
2770,6056;-0,01050648;
2770,3645;-0,01049867;
2770,1234;-0,01047941;
2769,8823;-0,01046203;
2769,6412;-0,0104547;
2769,4001;-0,0104636;
2769,1590;-0,01048596;
2768,9179;-0,01051733;
2768,6767;-0,01053732;
2768,4356;-0,01052328;
2768,1945;-0,01050178;
2767,9534;-0,01050224;
2767,7123;-0,01051475;
2767,4712;-0,01053635;
2767,2301;-0,01056343;
2766,9890;-0,01057589;
2766,7479;-0,01056978;
2766,5067;-0,01055094;
2766,2656;-0,01052545;
2766,0245;-0,01052037;
2765,7834;-0,01055251;
2765,5423;-0,01057843;
2765,3012;-0,01056297;
2765,0601;-0,01054273;
2764,8190;-0,01054854;
2764,5779;-0,01056688;
2764,3367;-0,01057842;
2764,0956;-0,01057649;
2763,8545;-0,01057204;
2763,6134;-0,01057361;
2763,3723;-0,01056569;
2763,1312;-0,01054382;
2762,8901;-0,01054639;
2762,6490;-0,01058659;
2762,4079;-0,01062144;
2762,1667;-0,01062024;
2761,9256;-0,01060125;
2761,6845;-0,01060078;
2761,4434;-0,01061917;
2761,2023;-0,01063369;
2760,9612;-0,01063679;
2760,7201;-0,01062605;
2760,4790;-0,01061348;
2760,2379;-0,01062642;
2759,9968;-0,01065487;
2759,7556;-0,01065832;
2759,5145;-0,010634;
2759,2734;-0,01061078;
2759,0323;-0,01060575;
2758,7912;-0,01062182;
2758,5501;-0,01064745;
2758,3090;-0,01066546;
2758,0679;-0,01068288;
2757,8268;-0,01070738;
2757,5856;-0,01070566;
2757,3445;-0,01066748;
2757,1034;-0,01063342;
2756,8623;-0,01061094;
2756,6212;-0,01060491;
2756,3801;-0,01063765;
2756,1390;-0,01067275;
2755,8979;-0,0106757;
2755,6568;-0,01067913;
2755,4156;-0,01069693;
2755,1745;-0,01069767;
2754,9334;-0,01068151;
2754,6923;-0,01068448;
2754,4512;-0,01071975;
2754,2101;-0,01075323;
2753,9690;-0,01075376;
2753,7279;-0,01074692;
2753,4868;-0,01076466;
2753,2456;-0,01078806;
2753,0045;-0,01077916;
2752,7634;-0,01073943;
2752,5223;-0,01071088;
2752,2812;-0,01071272;
2752,0401;-0,01071903;
2751,7990;-0,0107232;
2751,5579;-0,01074856;
2751,3168;-0,01077834;
2751,0756;-0,0107916;
2750,8345;-0,01081438;
2750,5934;-0,01084207;
2750,3523;-0,01083871;
2750,1112;-0,01081619;
2749,8701;-0,01080209;
2749,6290;-0,01079703;
2749,3879;-0,01079838;
2749,1468;-0,01080779;
2748,9056;-0,01081419;
2748,6645;-0,0108122;
2748,4234;-0,01081378;
2748,1823;-0,0108199;
2747,9412;-0,01082606;
2747,7001;-0,01084427;
2747,4590;-0,01087962;
2747,2179;-0,01090362;
2746,9768;-0,01090133;
2746,7356;-0,01089193;
2746,4945;-0,01087638;
2746,2534;-0,01086085;
2746,0123;-0,01087127;
2745,7712;-0,01089218;
2745,5301;-0,0108929;
2745,2890;-0,01087838;
2745,0479;-0,01085966;
2744,8068;-0,01084879;
2744,5657;-0,01086107;
2744,3245;-0,01088393;
2744,0834;-0,01089745;
2743,8423;-0,01091466;
2743,6012;-0,01093714;
2743,3601;-0,01093799;
2743,1190;-0,01092437;
2742,8779;-0,01092318;
2742,6368;-0,01092981;
2742,3957;-0,01093058;
2742,1545;-0,01092464;
2741,9134;-0,01092258;
2741,6723;-0,01093008;
2741,4312;-0,0109288;
2741,1901;-0,01091478;
2740,9490;-0,01091874;
2740,7079;-0,01093971;
2740,4668;-0,01093908;
2740,2257;-0,01092787;
2739,9845;-0,0109347;
2739,7434;-0,01093458;
2739,5023;-0,01091758;
2739,2612;-0,01090017;
2739,0201;-0,01089092;
2738,7790;-0,01090371;
2738,5379;-0,01091729;
2738,2968;-0,01090659;
2738,0557;-0,01088898;
2737,8145;-0,01087316;
2737,5734;-0,01086533;
2737,3323;-0,01087134;
2737,0912;-0,01088008;
2736,8501;-0,01089118;
2736,6090;-0,01089543;
2736,3679;-0,01089071;
2736,1268;-0,01091059;
2735,8857;-0,01094197;
2735,6445;-0,01093733;
2735,4034;-0,01091574;
2735,1623;-0,0109119;
2734,9212;-0,01092687;
2734,6801;-0,01094095;
2734,4390;-0,01092609;
2734,1979;-0,01090044;
2733,9568;-0,01089802;
2733,7157;-0,0109062;
2733,4745;-0,01090629;
2733,2334;-0,01090764;
2732,9923;-0,01092592;
2732,7512;-0,01094382;
2732,5101;-0,01093121;
2732,2690;-0,01091207;
2732,0279;-0,0109214;
2731,7868;-0,01093681;
2731,5457;-0,01094506;
2731,3046;-0,01096008;
2731,0634;-0,01096631;
2730,8223;-0,01095724;
2730,5812;-0,01095468;
2730,3401;-0,01096223;
2730,0990;-0,01097649;
2729,8579;-0,0109945;
2729,6168;-0,01100348;
2729,3757;-0,01099206;
2729,1346;-0,01095556;
2728,8934;-0,0109233;
2728,6523;-0,0109364;
2728,4112;-0,01096869;
2728,1701;-0,01096696;
2727,9290;-0,01094145;
2727,6879;-0,0109389;
2727,4468;-0,01096183;
2727,2057;-0,01096571;
2726,9646;-0,01094408;
2726,7234;-0,01093534;
2726,4823;-0,01094904;
2726,2412;-0,01096386;
2726,0001;-0,01096799;
2725,7590;-0,01096638;
2725,5179;-0,01096509;
2725,2768;-0,0109672;
2725,0357;-0,01097914;
2724,7946;-0,01099922;
2724,5534;-0,01101088;
2724,3123;-0,01100575;
2724,0712;-0,01099241;
2723,8301;-0,01098583;
2723,5890;-0,01099684;
2723,3479;-0,01101097;
2723,1068;-0,01100287;
2722,8657;-0,01099438;
2722,6246;-0,01102347;
2722,3834;-0,01106494;
2722,1423;-0,01107553;
2721,9012;-0,01106718;
2721,6601;-0,01106402;
2721,4190;-0,01106847;
2721,1779;-0,01107751;
2720,9368;-0,01107749;
2720,6957;-0,01106998;
2720,4546;-0,01107453;
2720,2134;-0,01108905;
2719,9723;-0,01110446;
2719,7312;-0,011123;
2719,4901;-0,01112195;
2719,2490;-0,01108755;
2719,0079;-0,01106351;
2718,7668;-0,01107657;
2718,5257;-0,01109693;
2718,2846;-0,0111073;
2718,0434;-0,01111469;
2717,8023;-0,01112467;
2717,5612;-0,01113554;
2717,3201;-0,01114302;
2717,0790;-0,01114781;
2716,8379;-0,0111431;
2716,5968;-0,01113249;
2716,3557;-0,01113309;
2716,1146;-0,01114655;
2715,8735;-0,01117817;
2715,6323;-0,01121609;
2715,3912;-0,01122654;
2715,1501;-0,0112195;
2714,9090;-0,01122133;
2714,6679;-0,01122463;
2714,4268;-0,01122746;
2714,1857;-0,0112387;
2713,9446;-0,01125315;
2713,7035;-0,01126163;
2713,4623;-0,01126117;
2713,2212;-0,01126584;
2712,9801;-0,01129946;
2712,7390;-0,01134541;
2712,4979;-0,01137267;
2712,2568;-0,01138363;
2712,0157;-0,01138419;
2711,7746;-0,01137889;
2711,5335;-0,01137311;
2711,2923;-0,01135913;
2711,0512;-0,01135185;
2710,8101;-0,01137407;
2710,5690;-0,01139368;
2710,3279;-0,01139246;
2710,0868;-0,01141072;
2709,8457;-0,0114521;
2709,6046;-0,01147462;
2709,3635;-0,0114711;
2709,1223;-0,01146845;
2708,8812;-0,01146966;
2708,6401;-0,01145304;
2708,3990;-0,01142515;
2708,1579;-0,0114076;
2707,9168;-0,01140148;
2707,6757;-0,01139391;
2707,4346;-0,0113744;
2707,1935;-0,01134238;
2706,9523;-0,01131501;
2706,7112;-0,01131306;
2706,4701;-0,01132711;
2706,2290;-0,01134486;
2705,9879;-0,01135455;
2705,7468;-0,01133994;
2705,5057;-0,01132805;
2705,2646;-0,0113317;
2705,0235;-0,01131894;
2704,7823;-0,01129285;
2704,5412;-0,01126869;
2704,3001;-0,01125099;
2704,0590;-0,01125627;
2703,8179;-0,0112685;
2703,5768;-0,01126062;
2703,3357;-0,01125828;
2703,0946;-0,01127876;
2702,8535;-0,01128774;
2702,6124;-0,01127192;
2702,3712;-0,01126499;
2702,1301;-0,01127931;
2701,8890;-0,01128383;
2701,6479;-0,01125999;
2701,4068;-0,01122916;
2701,1657;-0,0112316;
2700,9246;-0,01127832;
2700,6835;-0,01132943;
2700,4424;-0,0113402;
2700,2012;-0,01131726;
2699,9601;-0,01130285;
2699,7190;-0,01130467;
2699,4779;-0,01130879;
2699,2368;-0,0113169;
2698,9957;-0,01131518;
2698,7546;-0,01129563;
2698,5135;-0,01127981;
2698,2724;-0,01127641;
2698,0312;-0,0112675;
2697,7901;-0,01125342;
2697,5490;-0,01125529;
2697,3079;-0,01127215;
2697,0668;-0,01129444;
2696,8257;-0,01131551;
2696,5846;-0,01132304;
2696,3435;-0,01131922;
2696,1024;-0,01130723;
2695,8612;-0,01128276;
2695,6201;-0,01126282;
2695,3790;-0,01125601;
2695,1379;-0,0112449;
2694,8968;-0,01123061;
2694,6557;-0,01121995;
2694,4146;-0,01121767;
2694,1735;-0,01123113;
2693,9324;-0,0112349;
2693,6912;-0,01122014;
2693,4501;-0,01121541;
2693,2090;-0,01122377;
2692,9679;-0,01123234;
2692,7268;-0,01122872;
2692,4857;-0,01121146;
2692,2446;-0,01120243;
2692,0035;-0,01121872;
2691,7624;-0,0112487;
2691,5212;-0,01126591;
2691,2801;-0,011263;
2691,0390;-0,0112525;
2690,7979;-0,01124511;
2690,5568;-0,01124623;
2690,3157;-0,01125139;
2690,0746;-0,0112457;
2689,8335;-0,01123017;
2689,5924;-0,01122773;
2689,3512;-0,01122828;
2689,1101;-0,01121872;
2688,8690;-0,01122936;
2688,6279;-0,01125572;
2688,3868;-0,01125715;
2688,1457;-0,0112227;
2687,9046;-0,01118073;
2687,6635;-0,01117329;
2687,4224;-0,01118399;
2687,1813;-0,01117675;
2686,9401;-0,01117078;
2686,6990;-0,01118019;
2686,4579;-0,01119678;
2686,2168;-0,01119794;
2685,9757;-0,01115994;
2685,7346;-0,01111856;
2685,4935;-0,01111797;
2685,2524;-0,01115365;
2685,0113;-0,01118944;
2684,7701;-0,01118923;
2684,5290;-0,01116761;
2684,2879;-0,01116245;
2684,0468;-0,01118248;
2683,8057;-0,01121644;
2683,5646;-0,01124075;
2683,3235;-0,01122749;
2683,0824;-0,01117318;
2682,8413;-0,01112863;
2682,6001;-0,01113478;
2682,3590;-0,01115477;
2682,1179;-0,01115353;
2681,8768;-0,01115007;
2681,6357;-0,01116007;
2681,3946;-0,01116906;
2681,1535;-0,01117629;
2680,9124;-0,01119114;
2680,6713;-0,01119704;
2680,4301;-0,01118869;
2680,1890;-0,0111827;
2679,9479;-0,01118447;
2679,7068;-0,01118698;
2679,4657;-0,01118267;
2679,2246;-0,01117578;
2678,9835;-0,01117543;
2678,7424;-0,01117116;
2678,5013;-0,0111522;
2678,2601;-0,01114195;
2678,0190;-0,01115879;
2677,7779;-0,01117078;
2677,5368;-0,01115579;
2677,2957;-0,0111428;
2677,0546;-0,01115786;
2676,8135;-0,01119083;
2676,5724;-0,01121499;
2676,3313;-0,01121943;
2676,0901;-0,01121516;
2675,8490;-0,01120213;
2675,6079;-0,01118047;
2675,3668;-0,0111644;
2675,1257;-0,01115308;
2674,8846;-0,01113647;
2674,6435;-0,01112146;
2674,4024;-0,01112578;
2674,1613;-0,01114439;
2673,9202;-0,01115462;
2673,6790;-0,01116166;
2673,4379;-0,01117641;
2673,1968;-0,01118047;
2672,9557;-0,01117188;
2672,7146;-0,01117683;
2672,4735;-0,01118908;
2672,2324;-0,01117838;
2671,9913;-0,01114771;
2671,7502;-0,01112932;
2671,5090;-0,01114673;
2671,2679;-0,01117071;
2671,0268;-0,01115313;
2670,7857;-0,01112442;
2670,5446;-0,01112984;
2670,3035;-0,01114618;
2670,0624;-0,01115349;
2669,8213;-0,01116025;
2669,5802;-0,01115938;
2669,3390;-0,01114461;
2669,0979;-0,01112784;
2668,8568;-0,01112941;
2668,6157;-0,01115116;
2668,3746;-0,01116351;
2668,1335;-0,01115386;
2667,8924;-0,01114802;
2667,6513;-0,01116023;
2667,4102;-0,01117138;
2667,1690;-0,01117087;
2666,9279;-0,01116266;
2666,6868;-0,01114248;
2666,4457;-0,01112335;
2666,2046;-0,01112835;
2665,9635;-0,0111461;
2665,7224;-0,01113745;
2665,4813;-0,01109396;
2665,2402;-0,01106338;
2664,9990;-0,01107179;
2664,7579;-0,01108552;
2664,5168;-0,01108065;
2664,2757;-0,0110622;
2664,0346;-0,01104093;
2663,7935;-0,01103873;
2663,5524;-0,0110571;
2663,3113;-0,01106717;
2663,0702;-0,01105573;
2662,8290;-0,01103444;
2662,5879;-0,01102612;
2662,3468;-0,01104605;
2662,1057;-0,01106392;
2661,8646;-0,01104274;
2661,6235;-0,01099583;
2661,3824;-0,01096776;
2661,1413;-0,01098818;
2660,9002;-0,01103441;
2660,6590;-0,01106009;
2660,4179;-0,011065;
2660,1768;-0,01107455;
2659,9357;-0,01108388;
2659,6946;-0,01107752;
2659,4535;-0,01105916;
2659,2124;-0,01103729;
2658,9713;-0,0110317;
2658,7302;-0,01105732;
2658,4891;-0,01107667;
2658,2479;-0,011061;
2658,0068;-0,01104152;
2657,7657;-0,01105131;
2657,5246;-0,01108765;
2657,2835;-0,01111127;
2657,0424;-0,01110119;
2656,8013;-0,0110816;
2656,5602;-0,0110686;
2656,3191;-0,01106975;
2656,0779;-0,01108298;
2655,8368;-0,01108304;
2655,5957;-0,01106257;
2655,3546;-0,01104617;
2655,1135;-0,01105213;
2654,8724;-0,01106525;
2654,6313;-0,0110708;
2654,3902;-0,01107403;
2654,1491;-0,01107441;
2653,9079;-0,01106818;
2653,6668;-0,01106112;
2653,4257;-0,01106366;
2653,1846;-0,01107826;
2652,9435;-0,01109805;
2652,7024;-0,01110551;
2652,4613;-0,01109158;
2652,2202;-0,01107624;
2651,9791;-0,01106996;
2651,7379;-0,01106973;
2651,4968;-0,01106908;
2651,2557;-0,01106041;
2651,0146;-0,01106373;
2650,7735;-0,01108788;
2650,5324;-0,01110124;
2650,2913;-0,011093;
2650,0502;-0,01108949;
2649,8091;-0,01110205;
2649,5679;-0,01110461;
2649,3268;-0,01107751;
2649,0857;-0,0110413;
2648,8446;-0,01102119;
2648,6035;-0,01102535;
2648,3624;-0,01105433;
2648,1213;-0,01108075;
2647,8802;-0,01107573;
2647,6391;-0,01106262;
2647,3979;-0,01105733;
2647,1568;-0,01104982;
2646,9157;-0,01105884;
2646,6746;-0,01108449;
2646,4335;-0,01109494;
2646,1924;-0,01109839;
2645,9513;-0,01111013;
2645,7102;-0,0111068;
2645,4691;-0,0110814;
2645,2280;-0,0110548;
2644,9868;-0,01103439;
2644,7457;-0,01102589;
2644,5046;-0,01103695;
2644,2635;-0,01105647;
2644,0224;-0,01106341;
2643,7813;-0,01104876;
2643,5402;-0,01101862;
2643,2991;-0,01099717;
2643,0580;-0,01100451;
2642,8168;-0,01102578;
2642,5757;-0,01104084;
2642,3346;-0,01104743;
2642,0935;-0,01104978;
2641,8524;-0,0110557;
2641,6113;-0,01106462;
2641,3702;-0,0110589;
2641,1291;-0,01104911;
2640,8880;-0,01105994;
2640,6468;-0,01107317;
2640,4057;-0,01107178;
2640,1646;-0,0110585;
2639,9235;-0,01103567;
2639,6824;-0,01102879;
2639,4413;-0,01104797;
2639,2002;-0,01105428;
2638,9591;-0,01102591;
2638,7180;-0,01099453;
2638,4768;-0,0109979;
2638,2357;-0,01102557;
2637,9946;-0,0110491;
2637,7535;-0,01105904;
2637,5124;-0,0110541;
2637,2713;-0,0110362;
2637,0302;-0,01102056;
2636,7891;-0,01102659;
2636,5480;-0,01104476;
2636,3068;-0,01104223;
2636,0657;-0,01102413;
2635,8246;-0,01103029;
2635,5835;-0,0110574;
2635,3424;-0,01105037;
2635,1013;-0,01099891;
2634,8602;-0,01096258;
2634,6191;-0,01096896;
2634,3780;-0,01098317;
2634,1368;-0,01099595;
2633,8957;-0,01102829;
2633,6546;-0,01106401;
2633,4135;-0,01107345;
2633,1724;-0,01106238;
2632,9313;-0,01104799;
2632,6902;-0,01104502;
2632,4491;-0,01105347;
2632,2080;-0,01104423;
2631,9668;-0,01100603;
2631,7257;-0,01096519;
2631,4846;-0,01095821;
2631,2435;-0,01098013;
2631,0024;-0,01099289;
2630,7613;-0,01100375;
2630,5202;-0,01102845;
2630,2791;-0,01105027;
2630,0380;-0,01105819;
2629,7969;-0,01105125;
2629,5557;-0,01104255;
2629,3146;-0,01103351;
2629,0735;-0,01101653;
2628,8324;-0,01100546;
2628,5913;-0,01100528;
2628,3502;-0,01100791;
2628,1091;-0,01101432;
2627,8680;-0,01102557;
2627,6269;-0,01102845;
2627,3857;-0,01101645;
2627,1446;-0,01101016;
2626,9035;-0,01102137;
2626,6624;-0,01103988;
2626,4213;-0,01105441;
2626,1802;-0,01105145;
2625,9391;-0,01103288;
2625,6980;-0,01101945;
2625,4569;-0,01101595;
2625,2157;-0,01101353;
2624,9746;-0,01100632;
2624,7335;-0,01098645;
2624,4924;-0,01095872;
2624,2513;-0,01094448;
2624,0102;-0,0109495;
2623,7691;-0,01095552;
2623,5280;-0,0109565;
2623,2869;-0,01096904;
2623,0457;-0,01098655;
2622,8046;-0,01098689;
2622,5635;-0,01097911;
2622,3224;-0,01098504;
2622,0813;-0,01099069;
2621,8402;-0,01097821;
2621,5991;-0,01096538;
2621,3580;-0,01096697;
2621,1169;-0,01097425;
2620,8757;-0,01097431;
2620,6346;-0,01096433;
2620,3935;-0,01095528;
2620,1524;-0,01094445;
2619,9113;-0,01092505;
2619,6702;-0,01092162;
2619,4291;-0,01094247;
2619,1880;-0,01096115;
2618,9469;-0,01096601;
2618,7057;-0,01096008;
2618,4646;-0,01094385;
2618,2235;-0,01092792;
2617,9824;-0,01093003;
2617,7413;-0,01094505;
2617,5002;-0,01094711;
2617,2591;-0,01093554;
2617,0180;-0,0109313;
2616,7769;-0,01094333;
2616,5358;-0,01096672;
2616,2946;-0,01098572;
2616,0535;-0,01099023;
2615,8124;-0,01097898;
2615,5713;-0,01095539;
2615,3302;-0,01094319;
2615,0891;-0,0109502;
2614,8480;-0,01095422;
2614,6069;-0,01094682;
2614,3658;-0,01093764;
2614,1246;-0,01093924;
2613,8835;-0,01095154;
2613,6424;-0,01095321;
2613,4013;-0,01093533;
2613,1602;-0,01091726;
2612,9191;-0,01091725;
2612,6780;-0,01092805;
2612,4369;-0,0109413;
2612,1958;-0,01096568;
2611,9546;-0,01098771;
2611,7135;-0,01097461;
2611,4724;-0,01095457;
2611,2313;-0,01096779;
2610,9902;-0,01096758;
2610,7491;-0,01092538;
2610,5080;-0,01089508;
2610,2669;-0,01090762;
2610,0258;-0,01094341;
2609,7846;-0,0109789;
2609,5435;-0,01099516;
2609,3024;-0,01098137;
2609,0613;-0,0109484;
2608,8202;-0,01093012;
2608,5791;-0,01093253;
2608,3380;-0,01092355;
2608,0969;-0,01090821;
2607,8558;-0,01091079;
2607,6146;-0,01091496;
2607,3735;-0,01090483;
2607,1324;-0,01088671;
2606,8913;-0,01088169;
2606,6502;-0,01090351;
2606,4091;-0,01093135;
2606,1680;-0,01094839;
2605,9269;-0,01096195;
2605,6858;-0,01096279;
2605,4446;-0,01093394;
2605,2035;-0,0109007;
2604,9624;-0,01089975;
2604,7213;-0,01091884;
